traits	patch	samp.dates	short.names
5_5863_2013.153425	6	2013.153425	5_5863
2_22252_2013.076712	3	2013.076712	2_22252
5_5861_2013.063014	6	2013.063014	5_5861
5_5860_2013.087671	6	2013.087671	5_5860
4_9577_2013.139726	5	2013.139726	4_9577
4_9576_2013.150685	5	2013.150685	4_9576
4_9575_2013.10411	5	2013.10411	4_9575
5_5857_2013.084932	6	2013.084932	5_5857
5_5854_2013.115068	6	2013.115068	5_5854
4_9573_2013.186301	5	2013.186301	4_9573
4_9572_2013.131507	5	2013.131507	4_9572
4_9571_2013.082192	5	2013.082192	4_9571
5_5848_2013.084932	6	2013.084932	5_5848
4_9570_2013.093151	5	2013.093151	4_9570
2_22237_2013.120548	3	2013.120548	2_22237
5_5846_2013.134247	6	2013.134247	5_5846
4_9569_2013.153425	5	2013.153425	4_9569
2_22236_2013.071233	3	2013.071233	2_22236
2_22234_2013.238356	3	2013.238356	2_22234
4_9568_2013.032877	5	2013.032877	4_9568
2_22232_2013.109589	3	2013.109589	2_22232
5_5842_2013.041096	6	2013.041096	5_5842
4_9567_2013.052055	5	2013.052055	4_9567
2_22566_2014.90137	3	2014.90137	2_22566
5_5840_2013.060274	6	2013.060274	5_5840
5_5837_2013.087671	6	2013.087671	5_5837
2_22225_2013.019178	3	2013.019178	2_22225
5_5831_2013.038356	6	2013.038356	5_5831
2_22219_2013.024658	3	2013.024658	2_22219
5_5828_2013.090411	6	2013.090411	5_5828
5_5827_2013.013699	6	2013.013699	5_5827
4_9566_2013.043836	5	2013.043836	4_9566
2_22217_2013.076712	3	2013.076712	2_22217
5_5826_2013.082192	6	2013.082192	5_5826
5_5825_2013.043836	6	2013.043836	5_5825
2_22216_2013.063014	3	2013.063014	2_22216
5_5823_2013.005479	6	2013.005479	5_5823
4_9563_2013.019178	5	2013.019178	4_9563
2_22215_2013.005479	3	2013.005479	2_22215
5_5821_2012.989071	6	2012.989071	5_5821
4_9562_2013.030137	5	2013.030137	4_9562
2_22214_2013.041096	3	2013.041096	2_22214
2_22213_2013.00274	3	2013.00274	2_22213
2_22212_2013.005479	3	2013.005479	2_22212
2_22211_2013.205479	3	2013.205479	2_22211
2_22210_2013.008219	3	2013.008219	2_22210
2_22209_2013.041096	3	2013.041096	2_22209
5_5819_2012.980874	6	2012.980874	5_5819
4_9560_2013.016438	5	2013.016438	4_9560
2_22207_2013.030137	3	2013.030137	2_22207
2_22206_2012.97541	3	2012.97541	2_22206
5_5816_2013.005479	6	2013.005479	5_5816
4_9559_2012.991803	5	2012.991803	4_9559
2_22205_2012.980874	3	2012.980874	2_22205
5_5815_2012.972678	6	2012.972678	5_5815
2_22204_2013.063014	3	2013.063014	2_22204
5_5813_2013.024658	6	2013.024658	5_5813
5_5811_2013.043836	6	2013.043836	5_5811
3_6764_2013.021918	4	2013.021918	3_6764
2_22202_2013.060274	3	2013.060274	2_22202
2_22201_2013.027397	3	2013.027397	2_22201
1_7293_2012.986339	2	2012.986339	1_7293
5_5810_2012.991803	6	2012.991803	5_5810
5_5809_2013.021918	6	2013.021918	5_5809
2_22199_2012.969945	3	2012.969945	2_22199
2_22196_2012.986339	3	2012.986339	2_22196
2_22195_2012.961749	3	2012.961749	2_22195
2_22194_2013.073973	3	2013.073973	2_22194
2_22192_2013.00274	3	2013.00274	2_22192
2_22190_2013.164384	3	2013.164384	2_22190
5_5807_2012.983607	6	2012.983607	5_5807
4_9556_2012.967213	5	2012.967213	4_9556
4_9555_2012.978142	5	2012.978142	4_9555
5_5806_2013.008219	6	2013.008219	5_5806
5_5805_2013.010959	6	2013.010959	5_5805
2_22188_2013.010959	3	2013.010959	2_22188
5_5801_2012.980874	6	2012.980874	5_5801
4_9554_2012.928962	5	2012.928962	4_9554
2_22185_2013.024658	3	2013.024658	2_22185
4_9552_2012.972678	5	2012.972678	4_9552
2_22184_2012.948087	3	2012.948087	2_22184
2_22183_2012.942623	3	2012.942623	2_22183
5_5799_2013.008219	6	2013.008219	5_5799
4_9551_2012.95082	5	2012.95082	4_9551
2_22182_2012.948087	3	2012.948087	2_22182
5_5798_2013.005479	6	2013.005479	5_5798
4_9550_2012.948087	5	2012.948087	4_9550
2_22180_2012.937158	3	2012.937158	2_22180
2_22179_2012.997268	3	2012.997268	2_22179
2_22178_2012.918033	3	2012.918033	2_22178
5_5796_2012.991803	6	2012.991803	5_5796
2_22177_2012.983607	3	2012.983607	2_22177
5_5794_2012.953552	6	2012.953552	5_5794
2_22174_2013	3	2013	2_22174
5_5792_2012.942623	6	2012.942623	5_5792
4_9549_2012.961749	5	2012.961749	4_9549
2_22173_2012.937158	3	2012.937158	2_22173
5_5791_2012.920765	6	2012.920765	5_5791
2_22171_2012.969945	3	2012.969945	2_22171
2_22168_2012.937158	3	2012.937158	2_22168
2_22166_2012.907104	3	2012.907104	2_22166
5_5788_2012.931694	6	2012.931694	5_5788
2_22163_2012.915301	3	2012.915301	2_22163
4_9544_2012.909836	5	2012.909836	4_9544
2_22161_2013.016438	3	2013.016438	2_22161
2_22160_2012.874317	3	2012.874317	2_22160
5_5787_2012.923497	6	2012.923497	5_5787
2_22159_2012.904372	3	2012.904372	2_22159
2_22158_2013.030137	3	2013.030137	2_22158
2_22157_2012.912568	3	2012.912568	2_22157
4_9542_2012.868852	5	2012.868852	4_9542
4_9541_2012.896175	5	2012.896175	4_9541
5_5784_2012.904372	6	2012.904372	5_5784
4_9539_2012.912568	5	2012.912568	4_9539
5_5782_2012.909836	6	2012.909836	5_5782
5_5781_2012.920765	6	2012.920765	5_5781
4_9535_2012.994536	5	2012.994536	4_9535
5_5779_2012.920765	6	2012.920765	5_5779
4_9534_2012.863388	5	2012.863388	4_9534
2_22153_2012.863388	3	2012.863388	2_22153
2_22152_2012.898907	3	2012.898907	2_22152
5_5841_2013.068493	6	2013.068493	5_5841
2_22151_2012.887978	3	2012.887978	2_22151
5_5777_2012.877049	6	2012.877049	5_5777
2_22150_2012.887978	3	2012.887978	2_22150
5_5775_2013.021918	6	2013.021918	5_5775
5_5772_2012.961749	6	2012.961749	5_5772
5_5771_2012.887978	6	2012.887978	5_5771
5_5769_2012.877049	6	2012.877049	5_5769
2_22147_2012.871585	3	2012.871585	2_22147
5_5768_2012.948087	6	2012.948087	5_5768
2_22145_2012.923497	3	2012.923497	2_22145
2_22497_2014.378082	3	2014.378082	2_22497
2_22143_2012.945355	3	2012.945355	2_22143
2_22140_2012.898907	3	2012.898907	2_22140
4_9531_2012.849727	5	2012.849727	4_9531
2_22137_2012.852459	3	2012.852459	2_22137
5_5767_2012.877049	6	2012.877049	5_5767
4_9530_2012.896175	5	2012.896175	4_9530
4_9529_2012.868852	5	2012.868852	4_9529
5_5765_2012.882514	6	2012.882514	5_5765
2_22135_2012.836066	3	2012.836066	2_22135
2_22134_2012.825137	3	2012.825137	2_22134
5_5763_2012.852459	6	2012.852459	5_5763
4_9527_2012.874317	5	2012.874317	4_9527
5_5762_2012.846995	6	2012.846995	5_5762
4_9526_2012.846995	5	2012.846995	4_9526
2_22132_2012.827869	3	2012.827869	2_22132
2_22131_2012.915301	3	2012.915301	2_22131
2_22130_2012.855191	3	2012.855191	2_22130
2_22126_2012.808743	3	2012.808743	2_22126
2_22125_2012.885246	3	2012.885246	2_22125
2_22124_2012.863388	3	2012.863388	2_22124
5_5760_2012.833333	6	2012.833333	5_5760
5_5759_2012.814208	6	2012.814208	5_5759
4_9524_2012.893443	5	2012.893443	4_9524
2_22122_2012.81694	3	2012.81694	2_22122
2_22121_2012.800546	3	2012.800546	2_22121
5_5758_2012.868852	6	2012.868852	5_5758
4_9521_2012.838798	5	2012.838798	4_9521
2_22119_2012.877049	3	2012.877049	2_22119
2_22118_2012.868852	3	2012.868852	2_22118
5_5756_2012.84153	6	2012.84153	5_5756
2_22117_2012.882514	3	2012.882514	2_22117
2_22113_2012.800546	3	2012.800546	2_22113
2_22110_2012.789617	3	2012.789617	2_22110
2_22109_2012.879781	3	2012.879781	2_22109
2_22108_2012.800546	3	2012.800546	2_22108
2_22107_2012.797814	3	2012.797814	2_22107
4_9519_2012.800546	5	2012.800546	4_9519
5_5751_2012.784153	6	2012.784153	5_5751
2_22105_2012.827869	3	2012.827869	2_22105
4_9518_2012.931694	5	2012.931694	4_9518
2_22103_2012.896175	3	2012.896175	2_22103
4_9515_2012.814208	5	2012.814208	4_9515
2_22100_2012.825137	3	2012.825137	2_22100
4_9514_2012.808743	5	2012.808743	4_9514
5_5748_2012.79235	6	2012.79235	5_5748
5_5746_2012.819672	6	2012.819672	5_5746
5_5745_2012.765027	6	2012.765027	5_5745
5_5744_2012.852459	6	2012.852459	5_5744
4_9513_2012.844262	5	2012.844262	4_9513
5_5743_2012.784153	6	2012.784153	5_5743
5_5741_2012.79235	6	2012.79235	5_5741
5_5739_2012.846995	6	2012.846995	5_5739
4_9512_2012.748634	5	2012.748634	4_9512
2_22095_2012.762295	3	2012.762295	2_22095
2_22093_2012.795082	3	2012.795082	2_22093
5_5738_2012.765027	6	2012.765027	5_5738
4_9511_2012.806011	5	2012.806011	4_9511
5_5736_2012.896175	6	2012.896175	5_5736
2_22089_2012.822404	3	2012.822404	2_22089
5_5734_2012.789617	6	2012.789617	5_5734
2_22086_2012.814208	3	2012.814208	2_22086
5_5733_2012.76776	6	2012.76776	5_5733
2_22084_2012.781421	3	2012.781421	2_22084
2_22083_2012.76776	3	2012.76776	2_22083
2_22081_2012.789617	3	2012.789617	2_22081
2_22080_2012.748634	3	2012.748634	2_22080
2_22078_2012.836066	3	2012.836066	2_22078
5_5730_2012.775956	6	2012.775956	5_5730
2_22074_2012.855191	3	2012.855191	2_22074
2_22073_2012.759563	3	2012.759563	2_22073
2_22072_2012.868852	3	2012.868852	2_22072
2_22071_2012.811475	3	2012.811475	2_22071
2_22070_2012.784153	3	2012.784153	2_22070
5_5728_2012.743169	6	2012.743169	5_5728
5_5727_2012.726776	6	2012.726776	5_5727
5_5724_2012.737705	6	2012.737705	5_5724
5_5722_2012.863388	6	2012.863388	5_5722
5_5719_2012.773224	6	2012.773224	5_5719
2_22067_2012.718579	3	2012.718579	2_22067
4_9502_2012.754098	5	2012.754098	4_9502
2_22065_2012.795082	3	2012.795082	2_22065
5_5711_2012.748634	6	2012.748634	5_5711
5_5710_2012.743169	6	2012.743169	5_5710
5_5708_2012.704918	6	2012.704918	5_5708
5_5705_2012.702186	6	2012.702186	5_5705
4_9501_2012.729508	5	2012.729508	4_9501
2_22063_2012.713115	3	2012.713115	2_22063
5_5702_2012.765027	6	2012.765027	5_5702
5_5701_2012.737705	6	2012.737705	5_5701
5_5699_2012.685792	6	2012.685792	5_5699
5_5698_2012.762295	6	2012.762295	5_5698
5_5695_2012.740437	6	2012.740437	5_5695
4_9500_2012.70765	5	2012.70765	4_9500
2_22058_2012.696721	3	2012.696721	2_22058
2_22055_2012.699454	3	2012.699454	2_22055
5_5690_2012.70765	6	2012.70765	5_5690
5_5689_2012.751366	6	2012.751366	5_5689
2_22048_2012.699454	3	2012.699454	2_22048
2_22044_2012.669399	3	2012.669399	2_22044
5_5687_2012.784153	6	2012.784153	5_5687
2_22043_2012.696721	3	2012.696721	2_22043
2_22041_2012.672131	3	2012.672131	2_22041
2_22040_2012.762295	3	2012.762295	2_22040
2_22037_2012.672131	3	2012.672131	2_22037
5_5685_2012.702186	6	2012.702186	5_5685
5_5684_2012.655738	6	2012.655738	5_5684
2_22035_2012.721311	3	2012.721311	2_22035
5_5683_2012.650273	6	2012.650273	5_5683
5_5682_2012.661202	6	2012.661202	5_5682
5_5679_2012.68306	6	2012.68306	5_5679
4_9495_2012.702186	5	2012.702186	4_9495
4_9494_2012.710383	5	2012.710383	4_9494
5_5678_2012.65847	6	2012.65847	5_5678
2_22032_2012.70765	3	2012.70765	2_22032
2_22031_2012.666667	3	2012.666667	2_22031
5_5677_2012.669399	6	2012.669399	5_5677
5_5674_2012.672131	6	2012.672131	5_5674
4_9491_2012.789617	5	2012.789617	4_9491
2_22029_2012.718579	3	2012.718579	2_22029
2_22028_2012.631148	3	2012.631148	2_22028
2_22027_2012.688525	3	2012.688525	2_22027
2_22026_2012.661202	3	2012.661202	2_22026
2_22025_2012.702186	3	2012.702186	2_22025
2_22023_2012.691257	3	2012.691257	2_22023
5_5671_2012.661202	6	2012.661202	5_5671
2_22021_2012.639344	3	2012.639344	2_22021
2_22019_2012.628415	3	2012.628415	2_22019
5_5670_2012.677596	6	2012.677596	5_5670
5_5669_2012.63388	6	2012.63388	5_5669
4_9490_2012.617486	5	2012.617486	4_9490
4_9489_2012.65847	5	2012.65847	4_9489
2_22018_2012.789617	3	2012.789617	2_22018
5_5665_2012.60929	6	2012.60929	5_5665
2_22016_2012.653005	3	2012.653005	2_22016
4_9487_2012.685792	5	2012.685792	4_9487
4_9485_2012.636612	5	2012.636612	4_9485
5_5661_2012.661202	6	2012.661202	5_5661
2_22014_2012.636612	3	2012.636612	2_22014
2_22013_2012.710383	3	2012.710383	2_22013
5_5658_2012.653005	6	2012.653005	5_5658
5_5657_2012.595628	6	2012.595628	5_5657
5_5656_2012.704918	6	2012.704918	5_5656
5_5653_2012.612022	6	2012.612022	5_5653
5_5652_2012.625683	6	2012.625683	5_5652
5_5650_2012.612022	6	2012.612022	5_5650
2_22111_2012.84153	3	2012.84153	2_22111
2_22011_2012.647541	3	2012.647541	2_22011
2_22010_2012.650273	3	2012.650273	2_22010
2_22009_2012.606557	3	2012.606557	2_22009
2_22007_2012.606557	3	2012.606557	2_22007
2_22004_2012.639344	3	2012.639344	2_22004
5_5646_2012.560109	6	2012.560109	5_5646
5_5645_2012.773224	6	2012.773224	5_5645
4_9482_2012.557377	5	2012.557377	4_9482
4_9481_2012.584699	5	2012.584699	4_9481
2_22003_2012.606557	3	2012.606557	2_22003
5_5644_2012.612022	6	2012.612022	5_5644
2_22001_2012.587432	3	2012.587432	2_22001
2_21999_2012.587432	3	2012.587432	2_21999
2_21998_2012.70765	3	2012.70765	2_21998
2_21997_2012.557377	3	2012.557377	2_21997
5_5640_2012.625683	6	2012.625683	5_5640
4_9480_2012.617486	5	2012.617486	4_9480
5_5639_2012.598361	6	2012.598361	5_5639
2_21994_2012.598361	3	2012.598361	2_21994
5_5637_2012.560109	6	2012.560109	5_5637
2_21992_2012.532787	3	2012.532787	2_21992
5_5635_2012.601093	6	2012.601093	5_5635
2_21991_2012.532787	3	2012.532787	2_21991
2_21989_2012.581967	3	2012.581967	2_21989
2_21988_2012.527322	3	2012.527322	2_21988
2_21987_2012.562842	3	2012.562842	2_21987
4_9478_2012.543716	5	2012.543716	4_9478
5_5634_2012.622951	6	2012.622951	5_5634
5_5633_2012.579235	6	2012.579235	5_5633
4_9477_2012.63388	5	2012.63388	4_9477
5_5631_2012.560109	6	2012.560109	5_5631
5_5630_2012.60929	6	2012.60929	5_5630
2_21979_2012.57377	3	2012.57377	2_21979
2_21978_2012.546448	3	2012.546448	2_21978
5_5629_2012.540984	6	2012.540984	5_5629
5_5628_2012.581967	6	2012.581967	5_5628
2_21975_2012.497268	3	2012.497268	2_21975
5_5626_2012.502732	6	2012.502732	5_5626
5_5625_2012.535519	6	2012.535519	5_5625
4_9474_2012.571038	5	2012.571038	4_9474
5_5624_2012.54918	6	2012.54918	5_5624
5_5623_2012.592896	6	2012.592896	5_5623
2_21971_2012.551913	3	2012.551913	2_21971
5_5622_2012.480874	6	2012.480874	5_5622
5_5620_2012.557377	6	2012.557377	5_5620
5_5617_2012.5	6	2012.5	5_5617
2_21967_2012.527322	3	2012.527322	2_21967
2_21965_2012.508197	3	2012.508197	2_21965
2_21964_2012.47541	3	2012.47541	2_21964
2_21963_2012.505464	3	2012.505464	2_21963
5_5615_2012.505464	6	2012.505464	5_5615
2_21962_2012.519126	3	2012.519126	2_21962
5_5613_2012.459016	6	2012.459016	5_5613
5_5612_2012.562842	6	2012.562842	5_5612
5_5611_2012.480874	6	2012.480874	5_5611
2_21960_2012.459016	3	2012.459016	2_21960
5_5609_2012.519126	6	2012.519126	5_5609
5_5607_2012.47541	6	2012.47541	5_5607
5_5606_2012.483607	6	2012.483607	5_5606
2_21959_2012.47541	3	2012.47541	2_21959
2_21958_2012.494536	3	2012.494536	2_21958
5_5605_2012.442623	6	2012.442623	5_5605
4_9472_2012.494536	5	2012.494536	4_9472
5_5604_2012.576503	6	2012.576503	5_5604
5_5603_2012.603825	6	2012.603825	5_5603
2_21957_2012.448087	3	2012.448087	2_21957
2_21956_2012.505464	3	2012.505464	2_21956
2_21955_2012.47541	3	2012.47541	2_21955
5_5602_2012.472678	6	2012.472678	5_5602
2_21953_2012.461749	3	2012.461749	2_21953
5_5600_2012.445355	6	2012.445355	5_5600
2_21952_2012.47541	3	2012.47541	2_21952
5_5596_2012.412568	6	2012.412568	5_5596
5_5593_2012.442623	6	2012.442623	5_5593
2_21950_2012.469945	3	2012.469945	2_21950
5_5587_2012.407104	6	2012.407104	5_5587
2_21949_2012.428962	3	2012.428962	2_21949
5_5586_2012.47541	6	2012.47541	5_5586
2_21948_2012.505464	3	2012.505464	2_21948
5_5584_2012.494536	6	2012.494536	5_5584
2_21945_2012.448087	3	2012.448087	2_21945
2_21943_2012.407104	3	2012.407104	2_21943
5_5582_2012.439891	6	2012.439891	5_5582
5_5579_2012.387978	6	2012.387978	5_5579
5_5576_2012.407104	6	2012.407104	5_5576
5_5575_2012.401639	6	2012.401639	5_5575
5_5574_2012.428962	6	2012.428962	5_5574
4_9468_2012.442623	5	2012.442623	4_9468
2_21941_2012.382514	3	2012.382514	2_21941
5_5570_2012.396175	6	2012.396175	5_5570
5_5568_2012.409836	6	2012.409836	5_5568
5_5567_2012.467213	6	2012.467213	5_5567
5_6208_2013.80274	6	2013.80274	5_6208
2_21940_2012.510929	3	2012.510929	2_21940
2_21939_2012.472678	3	2012.472678	2_21939
2_21937_2012.428962	3	2012.428962	2_21937
2_21936_2012.398907	3	2012.398907	2_21936
5_5565_2012.374317	6	2012.374317	5_5565
5_5564_2012.382514	6	2012.382514	5_5564
5_5560_2012.428962	6	2012.428962	5_5560
5_5559_2012.393443	6	2012.393443	5_5559
4_9466_2012.519126	5	2012.519126	4_9466
2_21934_2012.382514	3	2012.382514	2_21934
5_5558_2012.401639	6	2012.401639	5_5558
5_5557_2012.371585	6	2012.371585	5_5557
5_5556_2012.349727	6	2012.349727	5_5556
2_21930_2012.355191	3	2012.355191	2_21930
2_21928_2012.36612	3	2012.36612	2_21928
5_5551_2012.393443	6	2012.393443	5_5551
5_5550_2012.398907	6	2012.398907	5_5550
4_9464_2012.418033	5	2012.418033	4_9464
2_21927_2012.379781	3	2012.379781	2_21927
5_5549_2012.407104	6	2012.407104	5_5549
5_5548_2012.34153	6	2012.34153	5_5548
4_9463_2012.437158	5	2012.437158	4_9463
5_5547_2012.428962	6	2012.428962	5_5547
5_5546_2012.368852	6	2012.368852	5_5546
5_5545_2012.437158	6	2012.437158	5_5545
5_5544_2012.39071	6	2012.39071	5_5544
4_9462_2012.494536	5	2012.494536	4_9462
4_9461_2012.355191	5	2012.355191	4_9461
2_21926_2012.363388	3	2012.363388	2_21926
5_5540_2012.461749	6	2012.461749	5_5540
5_5539_2012.327869	6	2012.327869	5_5539
2_21925_2012.360656	3	2012.360656	2_21925
5_5536_2012.31694	6	2012.31694	5_5536
5_5535_2012.327869	6	2012.327869	5_5535
4_9458_2012.330601	5	2012.330601	4_9458
2_21923_2012.308743	3	2012.308743	2_21923
2_21922_2012.338798	3	2012.338798	2_21922
5_5531_2012.338798	6	2012.338798	5_5531
5_5530_2012.319672	6	2012.319672	5_5530
4_9456_2012.428962	5	2012.428962	4_9456
5_5526_2012.336066	6	2012.336066	5_5526
5_5525_2012.374317	6	2012.374317	5_5525
5_5523_2012.306011	6	2012.306011	5_5523
4_9455_2012.382514	5	2012.382514	4_9455
5_5521_2012.300546	6	2012.300546	5_5521
4_9454_2012.349727	5	2012.349727	4_9454
5_5513_2012.278689	6	2012.278689	5_5513
5_5510_2012.31694	6	2012.31694	5_5510
5_5508_2012.352459	6	2012.352459	5_5508
4_9450_2012.281421	5	2012.281421	4_9450
5_5507_2012.26776	6	2012.26776	5_5507
6_26_2012.259563	7	2012.259563	6_26
5_5506_2012.333333	6	2012.333333	5_5506
5_5504_2012.251366	6	2012.251366	5_5504
2_21916_2012.346995	3	2012.346995	2_21916
2_21915_2012.254098	3	2012.254098	2_21915
6_25_2012.31694	7	2012.31694	6_25
2_21914_2012.314208	3	2012.314208	2_21914
5_5503_2012.270492	6	2012.270492	5_5503
5_5502_2012.314208	6	2012.314208	5_5502
4_9447_2012.297814	5	2012.297814	4_9447
4_9446_2012.322404	5	2012.322404	4_9446
2_21912_2012.311475	3	2012.311475	2_21912
5_5498_2012.327869	6	2012.327869	5_5498
2_21909_2012.297814	3	2012.297814	2_21909
5_5495_2012.256831	6	2012.256831	5_5495
5_5494_2012.295082	6	2012.295082	5_5494
5_5491_2012.243169	6	2012.243169	5_5491
5_5489_2012.245902	6	2012.245902	5_5489
5_5488_2012.256831	6	2012.256831	5_5488
5_5486_2012.243169	6	2012.243169	5_5486
5_5484_2012.23224	6	2012.23224	5_5484
5_5481_2012.224044	6	2012.224044	5_5481
5_5480_2012.278689	6	2012.278689	5_5480
5_5474_2012.278689	6	2012.278689	5_5474
5_5473_2012.352459	6	2012.352459	5_5473
5_5472_2012.303279	6	2012.303279	5_5472
4_9440_2012.251366	5	2012.251366	4_9440
5_5471_2012.368852	6	2012.368852	5_5471
5_5470_2012.265027	6	2012.265027	5_5470
5_5469_2012.275956	6	2012.275956	5_5469
5_5466_2012.344262	6	2012.344262	5_5466
5_5464_2012.297814	6	2012.297814	5_5464
5_5463_2012.256831	6	2012.256831	5_5463
2_21906_2012.20765	3	2012.20765	2_21906
5_5460_2012.213115	6	2012.213115	5_5460
2_21905_2012.226776	3	2012.226776	2_21905
2_21904_2012.300546	3	2012.300546	2_21904
5_5459_2012.259563	6	2012.259563	5_5459
5_5457_2012.210383	6	2012.210383	5_5457
5_5456_2012.199454	6	2012.199454	5_5456
5_5455_2012.215847	6	2012.215847	5_5455
2_22181_2012.997268	3	2012.997268	2_22181
2_21901_2012.224044	3	2012.224044	2_21901
5_5454_2012.218579	6	2012.218579	5_5454
5_5453_2012.191257	6	2012.191257	5_5453
5_5450_2012.213115	6	2012.213115	5_5450
5_5448_2012.213115	6	2012.213115	5_5448
2_21900_2012.295082	3	2012.295082	2_21900
2_21899_2012.202186	3	2012.202186	2_21899
6_20_2012.234973	7	2012.234973	6_20
2_21897_2012.284153	3	2012.284153	2_21897
5_5446_2012.357923	6	2012.357923	5_5446
4_9436_2012.193989	5	2012.193989	4_9436
5_5443_2012.202186	6	2012.202186	5_5443
2_21895_2012.229508	3	2012.229508	2_21895
5_5442_2012.300546	6	2012.300546	5_5442
5_5441_2012.180328	6	2012.180328	5_5441
5_5438_2012.161202	6	2012.161202	5_5438
5_5437_2012.338798	6	2012.338798	5_5437
5_5436_2012.210383	6	2012.210383	5_5436
5_5432_2012.172131	6	2012.172131	5_5432
5_5431_2012.278689	6	2012.278689	5_5431
5_5430_2012.409836	6	2012.409836	5_5430
5_5429_2012.191257	6	2012.191257	5_5429
5_5424_2012.210383	6	2012.210383	5_5424
5_5422_2012.18306	6	2012.18306	5_5422
2_21891_2012.166667	3	2012.166667	2_21891
1_7291_2012.20765	2	2012.20765	1_7291
5_5419_2012.284153	6	2012.284153	5_5419
5_5416_2012.147541	6	2012.147541	5_5416
6_19_2012.142077	7	2012.142077	6_19
5_5412_2012.234973	6	2012.234973	5_5412
5_5409_2012.215847	6	2012.215847	5_5409
5_5406_2012.150273	6	2012.150273	5_5406
5_5405_2012.144809	6	2012.144809	5_5405
5_5404_2012.128415	6	2012.128415	5_5404
4_9432_2012.155738	5	2012.155738	4_9432
4_9431_2012.193989	5	2012.193989	4_9431
5_5401_2012.147541	6	2012.147541	5_5401
5_5400_2012.139344	6	2012.139344	5_5400
2_21886_2012.191257	3	2012.191257	2_21886
5_5399_2012.254098	6	2012.254098	5_5399
5_5398_2012.128415	6	2012.128415	5_5398
2_21885_2012.144809	3	2012.144809	2_21885
2_21884_2012.142077	3	2012.142077	2_21884
5_5390_2012.122951	6	2012.122951	5_5390
5_5389_2012.131148	6	2012.131148	5_5389
5_5388_2012.26776	6	2012.26776	5_5388
5_5386_2012.166667	6	2012.166667	5_5386
2_21882_2012.147541	3	2012.147541	2_21882
2_21881_2012.128415	3	2012.128415	2_21881
5_5384_2012.10929	6	2012.10929	5_5384
4_9428_2012.139344	5	2012.139344	4_9428
5_5382_2012.13388	6	2012.13388	5_5382
2_21880_2012.169399	3	2012.169399	2_21880
2_21878_2012.10929	3	2012.10929	2_21878
5_5380_2012.169399	6	2012.169399	5_5380
5_5378_2012.128415	6	2012.128415	5_5378
5_5377_2012.147541	6	2012.147541	5_5377
5_5372_2012.229508	6	2012.229508	5_5372
5_5370_2012.103825	6	2012.103825	5_5370
2_21872_2012.275956	3	2012.275956	2_21872
5_5368_2012.122951	6	2012.122951	5_5368
5_5367_2012.117486	6	2012.117486	5_5367
5_5366_2012.084699	6	2012.084699	5_5366
5_5363_2012.112022	6	2012.112022	5_5363
5_5362_2012.128415	6	2012.128415	5_5362
