.id	TP	TN	FP	FN	TPadj	TNadj	FPadj	FNadj
sim11_biased_10_500	30.22	14	4.23	7.78	20.88	14	3.3699999999999997	17.12
sim11_biased_2.5_500	34.57	13	6.44	18.430000000000003	24.499999999999996	14	1.06	28.500000000000004
sim11_biased_20_500	16.89	13	13.07	26.11	5.12	14	1.37	37.88
sim11_biased_5_500	32.260000000000005	14	9.52	17.740000000000002	19.259999999999998	14	7.130000000000001	30.74
sim11_biased_50_500	7.91	16	9.17	25.09	1	18	0	32
