.id	TP	TN	FP	FN	TPadj	TNadj	FPadj	FNadj
sim11_biased_10_500	29.22	14	4.17	8.780000000000001	19.99	14	3.3699999999999997	18.01
sim11_biased_2.5_500	31.06	13	5.500000000000001	21.94	22.99	14	1.06	30.01
sim11_biased_20_500	16.89	13	13.07	26.11	4.89	14	1.37	38.11
sim11_biased_5_500	32.260000000000005	14	9.52	17.740000000000002	19.259999999999998	14	7.130000000000001	30.74
sim11_biased_50_500	7.91	17	8.4	25.09	1	18	0	32
