.id	TP	TN	FP	FN	TPadj	TNadj	FPadj	FNadj
sim11_biased_10_150	7	16	1.2399999999999998	1	3	16	0.8199999999999998	5
sim11_biased_2.5_150	15.99	17	3.09	12.01	8	17	1.24	20
sim11_biased_20_150	10	20	1.9100000000000001	14	1	20	0.020000000000000018	23
sim11_biased_5_150	9.71	17	2.2600000000000002	13.29	3.89	18	0.20000000000000018	19.11
sim11_biased_50_150	5.95	15	1.0099999999999998	6.05	1.95	15	0	10.05
